contrast_name,annotation,Test description,Reference description,Experiment_id,Data source,Platform
GSM197164.ch2-vs-GSM197164.ch1,MACROPHAGE.THP-1:1_STRAIN.H37Rv:1_MEDIUM.RPMI:1_sigE_Rv1221.DELETION:+1,test_GSE7962_H37Rv_SigE_mutant_24h_after_infection_in_THP1,ref_GSE7962_H37Rv_24h_after_infection_in_THP1,GSE7962,GEO,GPL4057
GSM197161.ch2-vs-GSM197161.ch1,MACROPHAGE.THP-1:1_STRAIN.H37Rv:1_MEDIUM.RPMI:1_sigE_Rv1221.DELETION:+1,test_GSE7962_H37Rv_SigE_mutant_24h_after_infection_in_THP1,ref_GSE7962_H37Rv_24h_after_infection_in_THP1,GSE7962,GEO,GPL4057
GSM197165.ch1-vs-GSM197165.ch2,STRAIN.H37Rv:1_OD600:0.2_MACROPHAGE.THP-1:+1_MEDIUM.RPMI:1,test_GSE7962_H37Rv_SigE_mutant_24h_after_infection_in_THP1,ref_GSE7962_H37Rv_sigE_mutant_grown_in_7H9_media,GSE7962,GEO,GPL4057
GSM197167.ch1-vs-GSM197167.ch2,STRAIN.H37Rv:1_OD600:0.2_MACROPHAGE.THP-1:+1_MEDIUM.RPMI:1,test_GSE7962_H37Rv_SigE_mutant_24h_after_infection_in_THP1,ref_GSE7962_H37Rv_sigE_mutant_grown_in_7H9_media,GSE7962,GEO,GPL4057
GSM197168.ch1-vs-GSM197168.ch2,STRAIN.H37Rv:1_OD600:0.2_MACROPHAGE.THP-1:+1_MEDIUM.RPMI:1,test_GSE7962_H37Rv_SigE_mutant_24h_after_infection_in_THP1,ref_GSE7962_H37Rv_sigE_mutant_grown_in_7H9_media,GSE7962,GEO,GPL4057
GSM197166.ch2-vs-GSM197166.ch1,STRAIN.H37Rv:1_OD600:0.2_MACROPHAGE.THP-1:+1_MEDIUM.RPMI:1,test_GSE7962_H37Rv_SigE_mutant_24h_after_infection_in_THP1,ref_GSE7962_H37Rv_sigE_mutant_grown_in_7H9_media,GSE7962,GEO,GPL4057
GSM197169.ch2-vs-GSM197169.ch1,STRAIN.H37Rv:1_OD600:0.2_MACROPHAGE.THP-1:+1_MEDIUM.RPMI:1,test_GSE7962_H37Rv_SigE_mutant_24h_after_infection_in_THP1,ref_GSE7962_H37Rv_sigE_mutant_grown_in_7H9_media,GSE7962,GEO,GPL4057
GSM528094.ch2-vs-GSM528094.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.10514-01_afri2:+1,test_GSE21111_Clinical_isolate_10514-01_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528063.ch2-vs-GSM528063.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.10514-01_afri2:+1,test_GSE21111_Clinical_isolate_10514-01_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528084.ch2-vs-GSM528084.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.10514-01_afri2:+1,test_GSE21111_Clinical_isolate_10514-01_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528067.ch2-vs-GSM528067.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.10517-01_afri2:+1,test_GSE21111_clinical_isolate_10517-01_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528070.ch2-vs-GSM528070.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.10517-01_afri2:+1,test_GSE21111_clinical_isolate_10517-01_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528074.ch2-vs-GSM528074.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.10517-01_afri2:+1,test_GSE21111_clinical_isolate_10517-01_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528085.ch2-vs-GSM528085.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1500-03_beijing:+1,test_GSE21111_clinical_isolate_1500-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528075.ch2-vs-GSM528075.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.12954-03_beijing:+1,test_GSE21111_clinical_isolate_12954-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528055.ch2-vs-GSM528055.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.12954-03_beijing:+1,test_GSE21111_clinical_isolate_12954-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528095.ch2-vs-GSM528095.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.12954-03_beijing:+1,test_GSE21111_clinical_isolate_12954-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528090.ch2-vs-GSM528090.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1500-03_beijing:+1,test_GSE21111_clinical_isolate_1500-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528093.ch2-vs-GSM528093.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1500-03_beijing:+1,test_GSE21111_clinical_isolate_1500-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528069.ch2-vs-GSM528069.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1797-03_EAI:+1,test_GSE21111_clinical_isolate_1797-03_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528071.ch2-vs-GSM528071.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1797-03_EAI:+1,test_GSE21111_clinical_isolate_1797-03_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528092.ch2-vs-GSM528092.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1934-03_beijing:+1,test_GSE21111_clinical_isolate_1934-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528087.ch2-vs-GSM528087.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1934-03_beijing:+1,test_GSE21111_clinical_isolate_1934-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528076.ch2-vs-GSM528076.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1797-03_EAI:+1,test_GSE21111_clinical_isolate_1797-03_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528097.ch2-vs-GSM528097.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.1934-03_beijing:+1,test_GSE21111_clinical_isolate_1934-03_beijing,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528062.ch2-vs-GSM528062.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2169-99_uganda:+1,test_GSE21111_clinical_isolate_2169-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528078.ch2-vs-GSM528078.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2191-99_uganda:+1,test_GSE21111_clinical_isolate_2191-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528066.ch2-vs-GSM528066.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2169-99_uganda:+1,test_GSE21111_clinical_isolate_2169-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528081.ch2-vs-GSM528081.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2169-99_uganda:+1,test_GSE21111_clinical_isolate_2169-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528086.ch2-vs-GSM528086.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2191-99_uganda:+1,test_GSE21111_clinical_isolate_2191-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528080.ch2-vs-GSM528080.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2333-99_uganda:+1,test_GSE21111_clinical_isolate_2333-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528096.ch2-vs-GSM528096.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2191-99_uganda:+1,test_GSE21111_clinical_isolate_2191-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528099.ch2-vs-GSM528099.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2333-99_uganda:+1,test_GSE21111_clinical_isolate_2333-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528088.ch2-vs-GSM528088.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2333-99_uganda:+1,test_GSE21111_clinical_isolate_2333-99_uganda,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528053.ch2-vs-GSM528053.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2336-02_haarlem:+1,test_GSE21111_clinical_isolate_2336-02_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528056.ch2-vs-GSM528056.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2336-02_haarlem:+1,test_GSE21111_clinical_isolate_2336-02_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528061.ch2-vs-GSM528061.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.4130-02_haarlem:+1,test_GSE21111_clinical_isolate_4130-02_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528068.ch2-vs-GSM528068.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.2336-02_haarlem:+1,test_GSE21111_clinical_isolate_2336-02_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528052.ch2-vs-GSM528052.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.4850-03_EAI:+1,test_GSE21111_clinical_isolate_4850-03_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528083.ch2-vs-GSM528083.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.4130-02_haarlem:+1,test_GSE21111_clinical_isolate_4130-02_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528091.ch2-vs-GSM528091.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.4130-02_haarlem:+1,test_GSE21111_clinical_isolate_4130-02_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528073.ch2-vs-GSM528073.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.4850-03_EAI:+1,test_GSE21111_clinical_isolate_4850-03_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528065.ch2-vs-GSM528065.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.5468-02_afri2:+1,test_GSE21111_clinical_isolate_5468-02_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528079.ch2-vs-GSM528079.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.4850-03_EAI:+1,test_GSE21111_clinical_isolate_4850-03_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528072.ch2-vs-GSM528072.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.5468-02_afri2:+1,test_GSE21111_clinical_isolate_5468-02_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528059.ch2-vs-GSM528059.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.947-01_EAI:+1,test_GSE21111_clinical_isolate_947-01_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528082.ch2-vs-GSM528082.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.5468-02_afri2:+1,test_GSE21111_clinical_isolate_5468-02_afri2,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528077.ch2-vs-GSM528077.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.947-01_EAI:+1,test_GSE21111_clinical_isolate_947-01_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528098.ch2-vs-GSM528098.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.947-01_EAI:+1,test_GSE21111_clinical_isolate_947-01_EAI,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528057.ch2-vs-GSM528057.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.9532-03_haarlem:+1,test_GSE21111_clinical_isolate_9532-03_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528058.ch2-vs-GSM528058.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.9532-03_haarlem:+1,test_GSE21111_clinical_isolate_9532-03_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528064.ch2-vs-GSM528064.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.9532-03_haarlem:+1,test_GSE21111_clinical_isolate_9532-03_haarlem,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528054.ch2-vs-GSM528054.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.H37Rv:+1,test_GSE21111_H37Rv,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528060.ch2-vs-GSM528060.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.H37Rv:+1,test_GSE21111_H37Rv,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528089.ch2-vs-GSM528089.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_OD600:0.5_STRAIN.H37Rv:+1,test_GSE21111_H37Rv,ref_GSE21111_CDC1551_reference_strain,GSE21111,GEO,GPL10265
GSM528125.ch2-vs-GSM528125.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.947-01_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_947-01_EAI_in_resting_macrophages,ref_GSE21112_947-01_EAI_extracellular,GSE21112,GEO,GPL10266
GSM528113.ch2-vs-GSM528113.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.9532-03_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_9532-03_haarlem_in_resting_macrophages,ref_GSE21112_9532-03_haarlem_extracellular,GSE21112,GEO,GPL10266
GSM528106.ch2-vs-GSM528106.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.9532-03_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_9532-03_haarlem_in_resting_macrophages,ref_GSE21112_9532-03_haarlem_extracellular,GSE21112,GEO,GPL10266
GSM528131.ch2-vs-GSM528131.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_H37Rv_in_resting_macrophages,ref_GSE21112_H37Rv_extracellular,GSE21112,GEO,GPL10266
GSM528110.ch2-vs-GSM528110.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.947-01_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_947-01_EAI_in_resting_macrophages,ref_GSE21112_947-01_EAI_extracellular,GSE21112,GEO,GPL10266
GSM528128.ch2-vs-GSM528128.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_H37Rv_in_resting_macrophages,ref_GSE21112_H37Rv_extracellular,GSE21112,GEO,GPL10266
GSM528117.ch2-vs-GSM528117.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.5468-02_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_5468-02_afri2_in_resting_macrophages,ref_GSE21112_5468-02_afri2_extracellular,GSE21112,GEO,GPL10266
GSM528111.ch2-vs-GSM528111.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.4130-02_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_4130-02_haarlem_in_resting_macrophages,ref_GSE21112_4130-02_haarlem_extracellular,GSE21112,GEO,GPL10266
GSM528120.ch2-vs-GSM528120.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.5468-02_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_5468-02_afri2_in_resting_macrophages,ref_GSE21112_5468-02_afri2_extracellular,GSE21112,GEO,GPL10266
GSM528109.ch2-vs-GSM528109.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.4850-03_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_4850-03_EAI_in_resting_macrophages,ref_GSE21112_4850-03_EAI_extracellular,GSE21112,GEO,GPL10266
GSM528102.ch2-vs-GSM528102.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.4850-03_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_4850-03_EAI_in_resting_macrophages,ref_GSE21112_4850-03_EAI_extracellular,GSE21112,GEO,GPL10266
GSM528132.ch2-vs-GSM528132.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.4130-02_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_4130-02_haarlem_in_resting_macrophages,ref_GSE21112_4130-02_haarlem_extracellular,GSE21112,GEO,GPL10266
GSM528103.ch2-vs-GSM528103.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2336-02_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_2336-02_haarlem_in_resting_macrophages,ref_GSE21112_2336-02_haarlem_extracellular,GSE21112,GEO,GPL10266
GSM528100.ch2-vs-GSM528100.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2333-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_2333-99_uganda_in_resting_macrophages,ref_GSE21112_2333-99_uganda_extracellular,GSE21112,GEO,GPL10266
GSM528104.ch2-vs-GSM528104.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2191-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_2191-99_uganda_in_resting_macrophages,ref_GSE21112_2191-99_uganda_extracellular,GSE21112,GEO,GPL10266
GSM528127.ch2-vs-GSM528127.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2336-02_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_2336-02_haarlem_in_resting_macrophages,ref_GSE21112_2336-02_haarlem_extracellular,GSE21112,GEO,GPL10266
GSM528126.ch2-vs-GSM528126.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2191-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_2191-99_uganda_in_resting_macrophages,ref_GSE21112_2191-99_uganda_extracellular,GSE21112,GEO,GPL10266
GSM528124.ch2-vs-GSM528124.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2333-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_2333-99_uganda_in_resting_macrophages,ref_GSE21112_2333-99_uganda_extracellular,GSE21112,GEO,GPL10266
GSM528121.ch2-vs-GSM528121.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2169-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_2169-99_uganda_in_resting_macrophages,ref_GSE21112_2169-9_uganda_extracellular,GSE21112,GEO,GPL10266
GSM528133.ch2-vs-GSM528133.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2169-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_2169-99_uganda_in_resting_macrophages,ref_GSE21112_2169-9_uganda_extracellular,GSE21112,GEO,GPL10266
GSM528114.ch2-vs-GSM528114.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1934-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_1934-03_beijing_in_resting_macrophages,ref_GSE21112_1934-03_beijing_extracellular,GSE21112,GEO,GPL10266
GSM528122.ch2-vs-GSM528122.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1934-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_1934-03_beijing_in_resting_macrophages,ref_GSE21112_1934-03_beijing_extracellular,GSE21112,GEO,GPL10266
GSM528119.ch2-vs-GSM528119.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1797-03_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_1797-03_EAI_in_resting_macrophages,ref_GSE21112_1797-03_EAI_extracellular,GSE21112,GEO,GPL10266
GSM528130.ch2-vs-GSM528130.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1797-03_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_1797-03_EAI_in_resting_macrophages,ref_GSE21112_1797-03_EAI_extracellular,GSE21112,GEO,GPL10266
GSM528101.ch2-vs-GSM528101.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1500-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_1500-03_beijing_in_resting_macrophages,ref_GSE21112_1500-03_beijing_extracellular,GSE21112,GEO,GPL10266
GSM528115.ch2-vs-GSM528115.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1500-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_1500-03_beijing_in_resting_macrophages,ref_GSE21112_1500-03_beijing_extracellular,GSE21112,GEO,GPL10266
GSM528112.ch2-vs-GSM528112.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1500-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_12954-03_beijing_in_resting_macrophages,ref_GSE21112_12954-03_beijing_extracellular,GSE21112,GEO,GPL10266
GSM528123.ch2-vs-GSM528123.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.10517-01_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_10517-01_afri2_in_resting_macrophages,ref_GSE21112_10517-01_afri2_extracellular,GSE21112,GEO,GPL10266
GSM528129.ch2-vs-GSM528129.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1500-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_12954-03_beijing_in_resting_macrophages,ref_GSE21112_12954-03_beijing_extracellular,GSE21112,GEO,GPL10266
GSM528116.ch2-vs-GSM528116.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.10517-01_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_10517-01_afri2_in_resting_macrophages,ref_GSE21112_10517-01_afri2_extracellular,GSE21112,GEO,GPL10266
GSM528108.ch2-vs-GSM528108.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.10514-01_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_10514-01_afri2_in_resting_macrophages,ref_GSE21112_10514-01_afri2_extracellular,GSE21112,GEO,GPL10266
GSM528118.ch2-vs-GSM528118.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.10514-01_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_10514-01_afri2_in_resting_macrophages,ref_GSE21112_10514-01_afri2_extracellular,GSE21112,GEO,GPL10266
GSM528105.ch2-vs-GSM528105.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.CDC1551:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.RESTING:+1,test_GSE21112_CDC1551_in_resting_macrophages,ref_GSE21112_CDC1551_extracellular,GSE21112,GEO,GPL10266
